"kingdom","phylum","class","order","family","type"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aerosakkonemataceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Capsosiraceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Geitleriaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Girvanellaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Trichocoleusaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Merismopediaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Microcystaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Chlorogloeopsidaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Hapalosiphonaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Microchaetaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Scytonemataceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Stigonemataceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Symphyonemataceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Tolypothrichaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Borziaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Coleofasciculaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Homoeotrichaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Microcoleaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Phormidiaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Pseudanabaenaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Schizotrichaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Spirulinales","Spirulinaceae","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae","Cyanobacteria"
"Chromista","Ochrophyta","Phaeophyceae","Asterocladales","Asterocladaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Chordales","Chordaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Arthrocladiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Discosporangiales","Choristocarpaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Discosporangiales","Discosporangiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Adenocystaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Petrospongiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Himanthaliaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Notheiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Xiphophoraceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ishigeales","Ishigeaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ishigeales","Petrodermataceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ishigeales","Piliniaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Agaraceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Nemodermatales","Nemodermataceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Onslowiales","Onslowiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ralfsiales","Hapalospongidiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ralfsiales","Neoralfsiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ralfsiales","Pseudoralfsiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ralfsiales","Ralfsiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Scytothamnales","Asteronemataceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Scytothamnales","Bachelotiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Scytothamnales","Splachnidiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Cladostephaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Lithodermataceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Phaeostrophiaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Sphacelariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Sphacelodermaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sphacelariales","Stypocaulaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Sporochnales","Sporochnaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Stschapoviales","Halosiphonaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Syringodermatales","Syringodermataceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Cutleriaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Tilopteridaceae","brown algae"
"Chromista","Ochrophyta","Xanthophyceae","Botrydiales","Botrydiaceae","yellow-green algae"
"Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Pleurochloridaceae","yellow-green algae"
"Chromista","Ochrophyta","Xanthophyceae","Vaucheriales","Vaucheriaceae","yellow-green algae"
"Fungi","Ascomycota","","","Aphanopsidaceae","lichen"
"Fungi","Ascomycota","","","Harpidiaceae","lichen"
"Fungi","Ascomycota","","","Strangosporaceae","lichen"
"Fungi","Ascomycota","","Thelocarpales","Thelocarpaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Andreiomycetaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Chrysotrichaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Lecanographaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Opegraphaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","lichen"
"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellographaceae","lichen"
"Fungi","Ascomycota","Dothideomycetes","","Pyrenidiaceae","lichen"
"Fungi","Ascomycota","Dothideomycetes","Monoblastiales","Monoblastiaceae","lichen"
"Fungi","Ascomycota","Dothideomycetes","Strigulales","Strigulaceae","lichen"
