"Scientific.Name","preGH","Stem","Size","Leaf","GH","genus","ht.max"
"Camissonia campestris","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia contorta","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia dominguez-escalantorum","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia integrifolia","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia kernensis","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia lacustris","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia parvula","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia pubens","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia pusilla","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia sierrae","H1F","H","1","F","H1F","Camissonia",0.6
"Camissonia strigulosa","H1F","H","1","F","H1F","Camissonia",0.6
"Camissoniopsis bistorta","H2F","H","2","F","H2F","Camissoniopsis",0.6
"Camissoniopsis cheiranthifolia","H2F","H","2","F","H2F","Camissoniopsis",0.6
"Camissoniopsis confusa","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis guadalupensis","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis hardhamiae","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis hirtella","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis ignota","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis intermedia","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis lewisii","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis luciae","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis micrantha","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis pallida","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Camissoniopsis robusta","H1F","H","1","F","H1F","Camissoniopsis",0.6
"Ravenella angustiflora","H1F","H","2","F","H2F","Ravenella",0.7
"Palustricodon aparinoides","H2F","H","2","F","H2F","Palustricodon",0.7
"Campanula aurita","H2F","H","2","F","H2F","Campanula",0.7
"Campanula bononiensis","H2F","H","2","F","H2F","Campanula",0.7
"Eastwoodiella californica","H2F","H","2","F","H2F","Eastwoodiella",0.7
"Campanula carpatica","H2F","H","2","F","H2F","Campanula",0.7
"Campanula cervicaria","H2F","H","2","F","H2F","Campanula",0.7
"Campanula chamissonis","H2F","H","2","F","H2F","Campanula",0.7
"Campanula divaricata","H2F","H","2","F","H2F","Campanula",0.7
"Ravenella exigua","H1F","H","2","F","H2F","Ravenella",0.7
"Rotanthella floridana","H2F","H","2","F","H2F","Rotanthella",0.7
"Campanula glomerata","H2F","H","2","F","H2F","Campanula",0.7
"Ravenella griffinii","H1F","H","2","F","H2F","Ravenella",0.7
"Campanula lanata","H2F","H","2","F","H2F","Campanula",0.7
"Campanula lasiocarpa","H2F","H","2","F","H2F","Campanula",0.7
"Campanula latifolia","H2F","H","2","F","H2F","Campanula",0.7
"Campanula medium","H2F","H","2","F","H2F","Campanula",0.7
"Campanula parryi","H2F","H","2","F","H2F","Campanula",0.7
"Campanula patula","H2F","H","2","F","H2F","Campanula",0.7
"Campanula persicifolia","H2F","H","2","F","H2F","Campanula",0.7
"Campanula piperi","H2F","H","2","F","H2F","Campanula",0.7
"Campanula poscharskyana","H2F","H","2","F","H2F","Campanula",0.7
"Campanula punctata","H2F","H","2","F","H2F","Campanula",0.7
"Campanula rapunculoides","H2F","H","2","F","H2F","Campanula",0.7
"Poolea reverchonii","H1F","H","2","F","H2F","Poolea",0.7
"Protocodon robinsiae","H1F","H","2","F","H2F","Protocodon",0.7
"Campanula rotundifolia","H2F","H","2","F","H2F","Campanula",0.7
"Campanula scabrella","H2F","H","2","F","H2F","Campanula",0.7
"Campanula scouleri","H2F","H","2","F","H2F","Campanula",0.7
"Ravenella sharsmithiae","H1F","H","2","F","H2F","Ravenella",0.7
"Campanula shetleri","H2F","H","2","F","H2F","Campanula",0.7
"Campanula trachelium","H2F","H","2","F","H2F","Campanula",0.7
"Melanocalyx uniflora","H2F","H","2","F","H2F","Melanocalyx",0.7
"Smithiastrum wilkinsianum","H2F","H","2","F","H2F","Smithiastrum",0.7
"Campanulastrum americanum","H1F","H","1","F","H1F","Campanulastrum",2
"Camphorosma monspeliaca","H2F","H","2","F","H2F","Camphorosma",0.6
"Campsis radicans","L.BD","L",".","BD","L.BD","Campsis",0.6
"Campylocentrum fasciolum","E.F","E",".","F","E.F","Campylocentrum",12
"Dendrophylax monteverdi","E.F","E",".","F","E.F","Dendrophylax",12
"Campylocentrum micranthum","E.F","E",".","F","E.F","Campylocentrum",12
"Campylocentrum pachyrrhizum","E.F","E",".","F","E.F","Campylocentrum",12
"Campylocentrum pygmaeum","E.F","E",".","F","E.F","Campylocentrum",12
"Campyloneurum angustifolium","E.F","E",".","F","E.F","Campyloneurum",12
"Campyloneurum costatum","E.F","E",".","F","E.F","Campyloneurum",12
"Campyloneurum brevifolium","E.F","E",".","F","E.F","Campyloneurum",12
"Campyloneurum phyllitidis","E.F","E",".","F","E.F","Campyloneurum",12
"Campyloneurum repens","H2F","H",".","FE","H.FE","Campyloneurum",0.6
"Canadanthus modestus","H2F","H","2","F","H2F","Canadanthus",1
"Cananga odorata","T1BE","T","1","BE","T1BE","Cananga",15
"Canavalia brasiliensis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia cathartica","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia ensiformis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia galeata","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia hawaiiensis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia kauaiensis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia molokaiensis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia napaliensis","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia nitida","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia pubescens","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia rosea","H2FV","H","2","FV","H2FV","Canavalia",3
"Canavalia sericea","H2FV","H","2","FV","H2FV","Canavalia",3
"Canbya aurea","H1F","H","1","F","H1F","Canbya",0.6
"Canbya candida","H1F","H","1","F","H1F","Canbya",0.6
"Canella winterana","T1BE","T","1","BE","T1BE","Canella",12
"Canna flaccida","H2F","H","2","F","H2F","Canna",0.6
"Canna glauca","H2F","H","2","F","H2F","Canna",0.6
"Canna indica","H2F","H","2","F","H2F","Canna",0.6
"Canna jaegeriana","H2F","H","2","F","H2F","Canna",0.6
"Canna X generalis","H2F","H","2","F","H2F","Canna",0.6
"Cannabis sativa","H1F","H","1","F","H1F","Cannabis",0.6
"Canotia holacantha","T1ME","T","1","ME","T1ME","Canotia",10
"Cantinoa americana","H1F","H","1","F","H1F","Cantinoa",0.6
"Cantinoa mutabilis","H2F","H","2","F","H2F","Cantinoa",0.6
"Caperonia castaneifolia","H","H","1","F","H1F","Caperonia",0.6
"Caperonia palustris","H1F","H","1","F","H1F","Caperonia",0.6
"Capnoides sempervirens","H2F","H","2","F","H2F","Capnoides",0.6
"Cynophalla amplissima","T1BE","T","1","BE","T1BE","Cynophalla",12
"Capparis baducca","T1BE","T","1","BE","T1BE","Capparis",6
"Cynophalla hastata","T1BE","T","1","BE","T1BE","Cynophalla",12
"Quadrella indica","T1BE","T","1","BE","T1BE","Quadrella",12
"Capparidastrum mollicellum","T.BE","T","1","BE","T1BE","Capparidastrum",12
"Capparidastrum mollicellum","T.BE","T","1","BE","T1BE","Capparidastrum",23
"Capparidastrum mollicellum","T.BE","T","1","BE","T1BE","Capparidastrum",24
"Capparis mariana","S2BE","S","2","BE","S2BE","Capparis",3
"Capraria biflora","H2F","H","2","F","H2F","Capraria",0.6
"Capraria mexicana","H2F","H","2","F","H2F","Capraria",0.6
"Capsella bursa-pastoris","H1F","H","1","F","H1F","Capsella",0.6
"Capsicum annuum","H2F","H","2","F","H2F","Capsicum",0.6
"Caragana arborescens","S2BD","S","2","BD","S2BD","Caragana",4
"Caragana aurantiaca","S2BD","S","2","BD","S2BD","Caragana",3
"Caragana frutex","S2BD","S","2","BD","S2BD","Caragana",3
"Cardamine angulata","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine angustata","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine bellidifolia","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine blaisdellii","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine breweri","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine bulbifera","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine bulbosa","H2F","H","2","F","H2F","Cardamine",0.4
"Cardamine californica","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine carrii","H1F","H","1","F","H1F","Cardamine",0.6
"Cardamine clematitis","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine concatenata","H2F","H","2","F","H2F","Cardamine",0.1
"Cardamine constancei","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine cordifolia","H2F","H","2","F","H2F","Cardamine",0.5
"Cardamine dentata","H2F","H","2","F","H2F","Cardamine",0.1
"Cardamine digitata","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine diphylla","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine dissecta","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine douglassii","H2F","H","2","F","H2F","Cardamine",0.3
"Cardamine flagellifera","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine flexuosa","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine hirsuta","H1F","H","1","F","H1F","Cardamine",0.6
"Cardamine holmgrenii","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine impatiens","H1F","H","1","F","H1F","Cardamine",0.6
"Cardamine longii","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine macrocarpa","H1F","H","1","F","H1F","Cardamine",0.6
"Cardamine maxima","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine micranthera","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine microphylla","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine nuttallii","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine polemonioides","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine occidentalis","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine oligosperma","H2F","H","2","F","H2F","Cardamine",0.5
"Cardamine pachystigma","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine parviflora","H1F","H","1","F","H1F","Cardamine",0.6
"Cardamine pattersonii","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine penduliflora","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine pensylvanica","H2F","H","2","F","H2F","Cardamine",0.5
"Cardamine pratensis","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine purpurea","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine rotundifolia","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine rupicola","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine umbellata","H2F","H","2","F","H2F","Cardamine",0.6
"Cardamine X anomala","","H","2","F","H2F","Cardamine",0.6
"Cardamine X incisa","","H","2","F","H2F","Cardamine",0.6
"Cardiocrinum cordatum","H2F","H","2","F","H2F","Cardiocrinum",0.6
"Cardionema ramosissimum","H2F","H","2","F","H2F","Cardionema",0.6
"Cardiospermum corindum","H2FV","H","2","FV","H2FV","Cardiospermum",3
"Cardiospermum dissectum","H2FV","H","2","FV","H2FV","Cardiospermum",3
"Cardiospermum grandiflorum","H2FV","H","2","FV","H2FV","Cardiospermum",3
"Cardiospermum halicacabum","H2FV","H","2","FV","H2FV","Cardiospermum",3
"Cardiospermum microcarpum","H2FV","H","2","FV","H2FV","Cardiospermum",3
"Carduus acanthoides","H2F","H","2","F","H2F","Carduus",0.6
"Carduus crispus","H2F","H","2","F","H2F","Carduus",0.6
"Carduus nutans","H2F","H","2","F","H2F","Carduus",0.6
"Carduus pycnocephalus","H1F","H","1","F","H1F","Carduus",0.6
"Carduus tenuiflorus","H1F","H","1","F","H1F","Carduus",0.6
"Carduus X orthocephalus","","H","2","F","H2F","Carduus",0.6
"Carex aboriginum","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex abrupta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex abscondita","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex acidicola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex acutiformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex adelostoma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex adusta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex aestivalis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex aggregata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex alata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex albicans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex albolutescens","H2GC","H","2","GC","H2GC","Carex",1
"Carex albonigra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex albursina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex alligata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex alma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex alopecoidea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex amphibola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex amplifolia","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex angustata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex annectens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex anthoxanthea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex aperta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex appalachica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex aquatilis","H2GC","H","2","GC","H2GC","Carex",0.9
"Carex arapahoensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex arcta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex arctata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex arctiformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex arenaria","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex argyrantha","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex arkansana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex assiniboinensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex atherodes","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex athrostachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex atlantica","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex atrata","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex atratiformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex atrofusca","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex atrosquama","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex aurea","H2GC","H","2","GC","H2GC","Carex",0.4
"Carex austrina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex austrocaroliniana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex austrodeflexa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex backii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex baileyi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex baltzellii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex barbarae","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex barrattii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex basiantha","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bebbii","H2GC","H","2","GC","H2GC","Carex",1
"Carex bella","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bicknellii","H2GC","H","2","GC","H2GC","Carex",1
"Carex bicolor","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bigelowii","H2GC","H","2","GC","H2GC","Carex",0.1
"Carex billingsii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex biltmoreana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex blanda","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bolanderi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bonanzensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex brainerdii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex brevicaulis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex breviculmis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex brevior","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex breweri","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bromoides","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex brunnea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex brunnescens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex brysonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bulbostylis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bullata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex bushii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex buxbaumii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex calcifugens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex californica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex canescens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex capillaris","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex capitata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex careyana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex caroliniana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex caryophyllea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex castanea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cephaloidea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cephalophora","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex chapmanii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cherokeensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex chihuahuensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex chordorrhiza","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex circinata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex collinsii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex communis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex comosa","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex complanata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex concinna","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex concinnoides","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex congdonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex conjuncta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex conoidea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cordillerana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex corrugata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex crawei","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex crawfordii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex crebriflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex crinita","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex cristatella","H2GC","H","2","GC","H2GC","Carex",1
"Carex crus-corvi","H2GC","H","2","GC","H2GC","Carex",1
"Carex cryptolepis","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex cumberlandensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cumulata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex curatorum","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex cusickii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex dasycarpa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex davisii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex davyi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex debilis","H2GC","H","2","GC","H2GC","Carex",1
"Carex decomposita","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex deflexa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex densa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex deweyana","H2GC","H","2","GC","H2GC","Carex",1
"Carex diandra","H2GC","H","2","GC","H2GC","Carex",1
"Carex digitalis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex diluta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex disperma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex distans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex distenta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex disticha","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex divisa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex divulsa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex douglasii","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex duriuscula","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex × langeana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ebenea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex eburnea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex echinata","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex echinodes","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex edwardsiana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex egglestonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex eleusinoides","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex elliottii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex elynoides","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex emoryi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex enanderi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex endlichii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex engelmannii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex exilis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex exserta","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex exsiccata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex extensa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex festucacea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex feta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex filifolia","H2GC","H","2","GC","H2GC","Carex",0.4
"Carex fissa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex fissuricola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex flacca","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex flaccosperma","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex flava","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex floridana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex foenea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex folliculata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex formosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex fracta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex frankii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex fuliginosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex fumosimontana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex garberi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex geophila","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex geyeri","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex gholsonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gigantea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex glacialis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex glareosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex glaucescens","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex glaucodea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex globosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gmelinii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex godfreyi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gracilescens","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex gracilior","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gracillima","H2GC","H","2","GC","H2GC","Carex",1
"Carex granularis","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex gravida","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex grayi","H2GC","H","2","GC","H2GC","Carex",1
"Carex grisea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gynandra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gynocrates","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex gynodynama","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex halliana","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex hallii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex harfordii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hartmanii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hassei","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex haydeniana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex haydenii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex heleonastes","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex helleri","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hendersonii","H2GC","H","2","GC","H2GC","Carex",1
"Carex heteroneura","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex heterostachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hirsutella","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hirta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hirtifolia","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex hirtissima","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hitchcockiana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex holostoma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hoodii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hookeriana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hormathodes","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hostiana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex houghtoniana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hyalina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex hyalinolepis","H2GC","H","2","GC","H2GC","Carex",1
"Carex hystericina","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex idahoa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex illota","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex impressinervia","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex incurviformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex infirminervia","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex inops","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex integra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex interior","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex interrupta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex intumescens","H2GC","H","2","GC","H2GC","Carex",1
"Carex inversa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex jamesii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex jonesii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex joorii","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex juniperorum","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex kauaiensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex kelloggii","H2GC","H","2","GC","H2GC","Carex",0.6
