"family","genus","type"
"Calymperaceae","Mitthyridium","bryophyte"
"Calymperaceae","Syrrhopodon","bryophyte"
"Dicnemonaceae","Dicnemon","bryophyte"
"Dicnemonaceae","Eucamptodon","bryophyte"
"Dicranaceae","Anisothecium","bryophyte"
"Dicranaceae","Aongstroemiopsis","bryophyte"
"Dicranaceae","Braunfelsia","bryophyte"
"Dicranaceae","Brothera","bryophyte"
"Dicranaceae","Brotherobryum","bryophyte"
"Dicranaceae","Bryotestua","bryophyte"
"Dicranaceae","Campylopodiella","bryophyte"
"Dicranaceae","Campylopodium","bryophyte"
"Dicranaceae","Chorisodontium","bryophyte"
"Dicranaceae","Cryptodicranum","bryophyte"
"Dicranaceae","Dicranites","bryophyte"
"Dicranaceae","Dicranoloma","bryophyte"
"Dicranaceae","Dicranum","bryophyte"
"Dicranaceae","Eucamptodontopsis","bryophyte"
"Dicranaceae","Hollia","bryophyte"
"Dicranaceae","Holodontium","bryophyte"
"Dicranaceae","Holomitriopsis","bryophyte"
"Dicranaceae","Holomitrium","bryophyte"
"Dicranaceae","Leptotrichella","bryophyte"
"Dicranaceae","Leucoloma","bryophyte"
"Dicranaceae","Macrodictyum","bryophyte"
"Dicranaceae","Mesotus","bryophyte"
"Dicranaceae","Mitrobryum","bryophyte"
"Dicranaceae","Muscoherzogia","bryophyte"
"Dicranaceae","Ochrobryum","bryophyte"
"Dicranaceae","Orthodicranum","bryophyte"
"Dicranaceae","Paraleucobryum","bryophyte"
"Dicranaceae","Parisia","bryophyte"
"Dicranaceae","Phantomia","bryophyte"
"Dicranaceae","Pilopogon","bryophyte"
"Dicranaceae","Platyneuron","bryophyte"
"Dicranaceae","Pseudochorisodontium","bryophyte"
"Dicranaceae","Schliephackea","bryophyte"
"Dicranaceae","Sclerodontium","bryophyte"
"Dicranaceae","Sphaerothecium","bryophyte"
"Dicranaceae","Symblepharis","bryophyte"
"Dicranellaceae","Dicranella","bryophyte"
"Dicranellaceae","Microcampylopus","bryophyte"
"Dicranellaceae","Trichodontium","bryophyte"
"Distichiaceae","Distichium","bryophyte"
"Ditrichaceae","Astomiopsis","bryophyte"
"Ditrichaceae","Bryomanginia","bryophyte"
"Ditrichaceae","Ceratodon","bryophyte"
"Ditrichaceae","Cheilothela","bryophyte"
"Ditrichaceae","Chrysoblastella","bryophyte"
"Ditrichaceae","Cladastomum","bryophyte"
"Ditrichaceae","Cleistocarpidium","bryophyte"
"Ditrichaceae","Crumuscus","bryophyte"
"Ditrichaceae","Cygniella","bryophyte"
"Ditrichaceae","Ditrichopsis","bryophyte"
"Ditrichaceae","Ditrichum","bryophyte"
"Ditrichaceae","Eccremidium","bryophyte"
"Ditrichaceae","Garckea","bryophyte"
"Ditrichaceae","Leptotrichum","bryophyte"
"Ditrichaceae","Pleuriditrichum","bryophyte"
"Ditrichaceae","Pleuridium","bryophyte"
"Ditrichaceae","Pringleella","bryophyte"
"Ditrichaceae","Pseudephemerum","bryophyte"
"Ditrichaceae","Skottsbergia","bryophyte"
"Ditrichaceae","Strombulidens","bryophyte"
"Ditrichaceae","Trichodon","bryophyte"
"Ditrichaceae","Tristichium","bryophyte"
"Ditrichaceae","Wilsoniella","bryophyte"
"Erpodiaceae","Solmsiella","bryophyte"
"Erpodiaceae","Tricherpodium","bryophyte"
"Eustichiaceae","Eustichia","bryophyte"
"Fissidentaceae","Fissidens","bryophyte"
"Flexitrichaceae","Flexitrichum","bryophyte"
"Hymenolomataceae","Hymenoloma","bryophyte"
"Leucobryaceae","Atractylocarpus","bryophyte"
"Leucobryaceae","Campylopus","bryophyte"
"Leucobryaceae","Cladopodanthus","bryophyte"
"Leucobryaceae","Dicranodontium","bryophyte"
"Leucobryaceae","Leucobryum","bryophyte"
"Leucobryaceae","Schistomitrium","bryophyte"
"Leucobryaceae","Steyermarkiella","bryophyte"
"Micromitriaceae","Micromitrium","bryophyte"
"Octoblepharaceae","Octoblepharum","bryophyte"
"Rhabdoweisiaceae","Arctoa","bryophyte"
"Rhabdoweisiaceae","Brideliella","bryophyte"
"Rhabdoweisiaceae","Camptodontium","bryophyte"
"Rhabdoweisiaceae","Cnestrum","bryophyte"
"Rhabdoweisiaceae","Cynodontium","bryophyte"
"Rhabdoweisiaceae","Dicranoweisia","bryophyte"
"Rhabdoweisiaceae","Notocynodontium","bryophyte"
"Rhabdoweisiaceae","Oncophorus","bryophyte"
"Rhabdoweisiaceae","Oreas","bryophyte"
"Rhabdoweisiaceae","Oreoweisia","bryophyte"
"Rhabdoweisiaceae","Pseudoblindia","bryophyte"
"Rhabdoweisiaceae","Rhabdoweisia","bryophyte"
"Rhabdoweisiaceae","Ripariella","bryophyte"
"Rhachitheciaceae","Jonesiobryum","bryophyte"
"Rhachitheciaceae","Rhachitheciopsis","bryophyte"
"Rhachitheciaceae","Tisserantiella","bryophyte"
"Rhachitheciaceae","Ulea","bryophyte"
"Rhachitheciaceae","Zanderia","bryophyte"
"Schistostegaceae","Schistostega","bryophyte"
"Viridivelleraceae","Viridivellus","bryophyte"
"Diphysciaceae","Diphyscium","bryophyte"
"Encalyptaceae","Bryobrittonia","bryophyte"
"Encalyptaceae","Encalypta","bryophyte"
"Disceliaceae","Discelium","bryophyte"
"Funariaceae","Afoninia","bryophyte"
"Funariaceae","Brachymeniopsis","bryophyte"
"Funariaceae","Bryobeckettia","bryophyte"
"Funariaceae","Clavitheca","bryophyte"
"Funariaceae","Cygnicollum","bryophyte"
"Funariaceae","Entosthodon","bryophyte"
"Funariaceae","Funaria","bryophyte"
"Funariaceae","Funariella","bryophyte"
"Funariaceae","Goniomitrium","bryophyte"
"Funariaceae","Loiseaubryum","bryophyte"
"Funariaceae","Nanomitriella","bryophyte"
"Funariaceae","Physcomitrellopsis","bryophyte"
"Funariaceae","Physcomitrium","bryophyte"
"Funariaceae","Pyramidula","bryophyte"
"Gigaspermaceae","Chamaebryum","bryophyte"
"Gigaspermaceae","Costesia","bryophyte"
"Gigaspermaceae","Gigaspermum","bryophyte"
"Gigaspermaceae","Lorentziella","bryophyte"
"Gigaspermaceae","Neosharpiella","bryophyte"
"Gigaspermaceae","Oedipodiella","bryophyte"
"Grimmiaceae","Bucklandiella","bryophyte"
"Grimmiaceae","Codriophorus","bryophyte"
"Grimmiaceae","Coscinodon","bryophyte"
"Grimmiaceae","Coscinodontella","bryophyte"
"Grimmiaceae","Dilutineuron","bryophyte"
"Grimmiaceae","Frisvollia","bryophyte"
"Grimmiaceae","Grimmia","bryophyte"
"Grimmiaceae","Leucoperichaetium","bryophyte"
"Grimmiaceae","Niphotrichum","bryophyte"
"Grimmiaceae","Plagiopodopsis","bryophyte"
"Grimmiaceae","Racomitrium","bryophyte"
"Grimmiaceae","Schistidium","bryophyte"
"Ptychomitriaceae","Aligrimmia","bryophyte"
"Ptychomitriaceae","Brachydontium","bryophyte"
"Ptychomitriaceae","Campylostelium","bryophyte"
"Ptychomitriaceae","Glyphomitrium","bryophyte"
"Ptychomitriaceae","Indusiella","bryophyte"
"Ptychomitriaceae","Jaffueliobryum","bryophyte"
"Ptychomitriaceae","Ptychomitriopsis","bryophyte"
"Ptychomitriaceae","Ptychomitrium","bryophyte"
"Saelaniaceae","Saelania","bryophyte"
"Scouleriaceae","Scouleria","bryophyte"
"Scouleriaceae","Tridontium","bryophyte"
"Seligeriaceae","Blindia","bryophyte"
"Seligeriaceae","Blindiadelphus","bryophyte"
"Seligeriaceae","Hymenolomopsis","bryophyte"
"Seligeriaceae","Notothamia","bryophyte"
"Seligeriaceae","Seligeria","bryophyte"
"Seligeriaceae","Valdonia","bryophyte"
"Hedwigiaceae","Braunia","bryophyte"
"Hedwigiaceae","Hedwigia","bryophyte"
"Hedwigiaceae","Hedwigidium","bryophyte"
"Hedwigiaceae","Pararhacocarpus","bryophyte"
"Hedwigiaceae","Pseudobraunia","bryophyte"
"Rhacocarpaceae","Rhacocarpus","bryophyte"
"Calyptrochaetaceae","Calyptrochaeta","bryophyte"
"Daltoniaceae","Achrophyllum","bryophyte"
"Daltoniaceae","Adelothecium","bryophyte"
"Daltoniaceae","Beeveria","bryophyte"
"Daltoniaceae","Benitotania","bryophyte"
"Daltoniaceae","Bryobrothera","bryophyte"
"Daltoniaceae","Crosbya","bryophyte"
"Daltoniaceae","Daltonia","bryophyte"
"Daltoniaceae","Distichophyllidium","bryophyte"
"Daltoniaceae","Distichophyllum","bryophyte"
"Daltoniaceae","Ephemeropsis","bryophyte"
"Daltoniaceae","Eriopus","bryophyte"
"Daltoniaceae","Lepidopilum","bryophyte"
"Daltoniaceae","Leskeodon","bryophyte"
"Daltoniaceae","Leskeodontopsis","bryophyte"
"Daltoniaceae","Metadistichophyllum","bryophyte"
"Daltoniaceae","Mniadelphus","bryophyte"
"Hookeriaceae","Chaetomitriopsis","bryophyte"
"Hookeriaceae","Crossomitrium","bryophyte"
"Hookeriaceae","Hookeria","bryophyte"
"Leucomiaceae","Leucomium","bryophyte"
"Leucomiaceae","Rhynchostegiopsis","bryophyte"
"Leucomiaceae","Tetrastichium","bryophyte"
"Pilotrichaceae","Actinodontium","bryophyte"
"Pilotrichaceae","Amblytropis","bryophyte"
"Pilotrichaceae","Brymela","bryophyte"
"Pilotrichaceae","Callicostella","bryophyte"
"Pilotrichaceae","Callicostellopsis","bryophyte"
"Pilotrichaceae","Diploneuron","bryophyte"
"Pilotrichaceae","Helicoblepharum","bryophyte"
"Pilotrichaceae","Hemiragis","bryophyte"
"Pilotrichaceae","Hookeriopsis","bryophyte"
"Pilotrichaceae","Hypnella","bryophyte"
"Pilotrichaceae","Lepidopilidium","bryophyte"
"Pilotrichaceae","Neohypnella","bryophyte"
"Pilotrichaceae","Philophyllum","bryophyte"
"Pilotrichaceae","Pilotrichidium","bryophyte"
"Pilotrichaceae","Pilotrichum","bryophyte"
"Pilotrichaceae","Stenodesmus","bryophyte"
"Pilotrichaceae","Stenodictyon","bryophyte"
"Pilotrichaceae","Thamniopsis","bryophyte"
"Pilotrichaceae","Trachyxiphium","bryophyte"
"Saulomataceae","Ancistrodes","bryophyte"
"Saulomataceae","Sauloma","bryophyte"
"Saulomataceae","Vesiculariopsis","bryophyte"
"Schimperobryaceae","Schimperobryum","bryophyte"
"Symphyodontaceae","Chaetomitrium","bryophyte"
"Symphyodontaceae","Cyclodictyon","bryophyte"
"Symphyodontaceae","Symphyodon","bryophyte"
"Acrocladiaceae","Acrocladium","bryophyte"
"Amblystegiaceae","Amblystegium","bryophyte"
"Amblystegiaceae","Anacamptodon","bryophyte"
"Amblystegiaceae","Arvernella","bryophyte"
"Amblystegiaceae","Bryostreimannia","bryophyte"
"Amblystegiaceae","Campylium","bryophyte"
"Amblystegiaceae","Campylophyllopsis","bryophyte"
"Amblystegiaceae","Campylophyllum","bryophyte"
"Amblystegiaceae","Conardia","bryophyte"
"Amblystegiaceae","Cratoneuron","bryophyte"
"Amblystegiaceae","Cratoneuropsis","bryophyte"
"Amblystegiaceae","Donrichardsia","bryophyte"
"Amblystegiaceae","Drepanium","bryophyte"
"Amblystegiaceae","Drepanocladus","bryophyte"
"Amblystegiaceae","Gradsteinia","bryophyte"
"Amblystegiaceae","Hygroamblystegium","bryophyte"
"Amblystegiaceae","Hygrohypnum","bryophyte"
"Amblystegiaceae","Hypnites","bryophyte"
"Amblystegiaceae","Jankuceraea","bryophyte"
"Amblystegiaceae","Kandaea","bryophyte"
"Amblystegiaceae","Koponenia","bryophyte"
"Amblystegiaceae","Larrainia","bryophyte"
"Amblystegiaceae","Leptodictyum","bryophyte"
"Amblystegiaceae","Microamblystegium","bryophyte"
"Amblystegiaceae","Microhypnum","bryophyte"
"Amblystegiaceae","Neocalliergon","bryophyte"
"Amblystegiaceae","Palustriella","bryophyte"
"Amblystegiaceae","Pictus","bryophyte"
"Amblystegiaceae","Platyhypnum","bryophyte"
"Amblystegiaceae","Platylomella","bryophyte"
"Amblystegiaceae","Pseudoamblystegium","bryophyte"
"Amblystegiaceae","Pseudocampylium","bryophyte"
"Amblystegiaceae","Sasaokaea","bryophyte"
"Amblystegiaceae","Serpoleskea","bryophyte"
"Amblystegiaceae","Tomentypnum","bryophyte"
"Amblystegiaceae","Vittia","bryophyte"
"Anomodontaceae","Anomodon","bryophyte"
"Anomodontaceae","Anomodontella","bryophyte"
"Anomodontaceae","Anomodontopsis","bryophyte"
"Anomodontaceae","Bryonorrisia","bryophyte"
"Anomodontaceae","Curviramea","bryophyte"
"Anomodontaceae","Haplohymenium","bryophyte"
"Antitrichiaceae","Antitrichia","bryophyte"
"Brachytheciaceae","Aerolindigia","bryophyte"
"Brachytheciaceae","Brachytheciastrum","bryophyte"
"Brachytheciaceae","Brachytheciella","bryophyte"
"Brachytheciaceae","Brachythecium","bryophyte"
"Brachytheciaceae","Bryhnia","bryophyte"
"Brachytheciaceae","Bryoandersonia","bryophyte"
"Brachytheciaceae","Camptothecium","bryophyte"
"Brachytheciaceae","Catagoniopsis","bryophyte"
"Brachytheciaceae","Cirriphyllum","bryophyte"
"Brachytheciaceae","Claopodium","bryophyte"
"Brachytheciaceae","Eurhynchiadelphus","bryophyte"
"Brachytheciaceae","Eurhynchiastrum","bryophyte"
"Brachytheciaceae","Eurhynchiella","bryophyte"
"Brachytheciaceae","Eurhynchium","bryophyte"
"Brachytheciaceae","Flabellidium","bryophyte"
"Brachytheciaceae","Frahmiella","bryophyte"
"Brachytheciaceae","Hedenaesia","bryophyte"
"Brachytheciaceae","Hedenasiastrum","bryophyte"
"Brachytheciaceae","Homalotheciella","bryophyte"
"Brachytheciaceae","Homalothecium","bryophyte"
"Brachytheciaceae","Juratzkaeella","bryophyte"
"Brachytheciaceae","Kindbergia","bryophyte"
"Brachytheciaceae","Koponeniella","bryophyte"
"Brachytheciaceae","Lepyrodontopsis","bryophyte"
"Brachytheciaceae","Lindigia","bryophyte"
"Brachytheciaceae","Mandoniella","bryophyte"
"Brachytheciaceae","Microeurhynchium","bryophyte"
"Brachytheciaceae","Myuroclada","bryophyte"
"Brachytheciaceae","Nobregaea","bryophyte"
"Brachytheciaceae","Oticodium","bryophyte"
"Brachytheciaceae","Oxyrrhynchium","bryophyte"
"Brachytheciaceae","Palamocladium","bryophyte"
"Brachytheciaceae","Platyhypnidium","bryophyte"
"Brachytheciaceae","Pseudokindbergia","bryophyte"
"Brachytheciaceae","Pseudopleuropus","bryophyte"
"Brachytheciaceae","Pseudorhynchostegiella","bryophyte"
"Brachytheciaceae","Pseudoscleropodium","bryophyte"
"Brachytheciaceae","Remyella","bryophyte"
"Brachytheciaceae","Rhynchostegiella","bryophyte"
"Brachytheciaceae","Rhynchostegium","bryophyte"
"Brachytheciaceae","Rozea","bryophyte"
"Brachytheciaceae","Sainthelenia","bryophyte"
"Brachytheciaceae","Schimperella","bryophyte"
"Brachytheciaceae","Sciuro-hypnum","bryophyte"
"Brachytheciaceae","Scleropodium","bryophyte"
"Brachytheciaceae","Scorpiurium","bryophyte"
"Brachytheciaceae","Stenocarpidiopsis","bryophyte"
"Brachytheciaceae","Unclejackia","bryophyte"
"Calliergonaceae","Calliergon","bryophyte"
"Calliergonaceae","Loeskypnum","bryophyte"
"Calliergonaceae","Sarmentypnum","bryophyte"
"Calliergonaceae","Straminergon","bryophyte"
"Calliergonaceae","Warnstorfia","bryophyte"
"Catagoniaceae","Catagonium","bryophyte"
"Climaciaceae","Climacium","bryophyte"
"Climaciaceae","Limnohypnum","bryophyte"
"Cryphaeaceae","Cryphaea","bryophyte"
"Cryphaeaceae","Cryphaeophilum","bryophyte"
"Cryphaeaceae","Cryphidium","bryophyte"
"Cryphaeaceae","Cyptodon","bryophyte"
"Cryphaeaceae","Cyptodontopsis","bryophyte"
"Cryphaeaceae","Dendrocryphaea","bryophyte"
"Cryphaeaceae","Dendropogonella","bryophyte"
"Cryphaeaceae","Monocryphaea","bryophyte"
"Cryphaeaceae","Pilotrichopsis","bryophyte"
"Cryphaeaceae","Schoenobryum","bryophyte"
"Cryphaeaceae","Sphaerotheciella","bryophyte"
"Echinodiaceae","Echinodium","bryophyte"
"Echinodiaceae","Pseudomalia","bryophyte"
"Echinodiaceae","Scleromnium","bryophyte"
"Entodontaceae","Entodon","bryophyte"
"Entodontaceae","Erythrodontium","bryophyte"
"Entodontaceae","Mesondon","bryophyte"
"Entodontaceae","Mesonodon","bryophyte"
"Entodontaceae","Pylaisiobryum","bryophyte"
"Fabroniaceae","Clasmatodon","bryophyte"
"Fabroniaceae","Dimerodontium","bryophyte"
"Fabroniaceae","Fabronia","bryophyte"
"Fabroniaceae","Ischyrodon","bryophyte"
"Fabroniaceae","Levierella","bryophyte"
"Fabroniaceae","Merrilliobryum","bryophyte"
"Fabroniaceae","Myrinia","bryophyte"
"Fabroniaceae","Rhizofabronia","bryophyte"
"Fabroniaceae","Schwetschkeopsis","bryophyte"
"Fontinalaceae","Brachelyma","bryophyte"
"Fontinalaceae","Dichelyma","bryophyte"
"Fontinalaceae","Fontinalis","bryophyte"
"Habrodontaceae","Habrodon","bryophyte"
"Helodiaceae","Bryochenea","bryophyte"
"Heterocladiellaceae","Heterocladiella","bryophyte"
"Hylocomiaceae","Hylocomiadelphus","bryophyte"
"Hylocomiaceae","Hylocomiastrum","bryophyte"
"Hylocomiaceae","Hylocomium","bryophyte"
"Hylocomiaceae","Leptocladiella","bryophyte"
"Hylocomiaceae","Leptohymenium","bryophyte"
"Hylocomiaceae","Loeskeobryum","bryophyte"
"Hylocomiaceae","Macrothamnium","bryophyte"
"Hylocomiaceae","Meteoriella","bryophyte"
"Hylocomiaceae","Neodolichomitra","bryophyte"
"Hylocomiaceae","Orontobryum","bryophyte"
"Hylocomiaceae","Pleurozium","bryophyte"
"Hylocomiaceae","Rhytidiadelphus","bryophyte"
"Hylocomiaceae","Rhytidiopsis","bryophyte"
"Hypnaceae","Austrohondaella","bryophyte"
"Hypnaceae","Bryocrumia","bryophyte"
"Hypnaceae","Bryosedgwickia","bryophyte"
"Hypnaceae","Callicladium","bryophyte"
"Hypnaceae","Caribaeohypnum","bryophyte"
"Hypnaceae","Chryso-hypnum","bryophyte"
"Hypnaceae","Crepidophyllum","bryophyte"
"Hypnaceae","Ctenidiadelphus","bryophyte"
"Hypnaceae","Cupressina","bryophyte"
"Hypnaceae","Cyathothecium","bryophyte"
"Hypnaceae","Dacryophyllum","bryophyte"
"Hypnaceae","Ectropotheciella","bryophyte"
"Hypnaceae","Ectropotheciopsis","bryophyte"
"Hypnaceae","Ectropothecium","bryophyte"
"Hypnaceae","Elharveya","bryophyte"
"Hypnaceae","Elmeriobryum","bryophyte"
"Hypnaceae","Entodontella","bryophyte"
"Hypnaceae","Foreauella","bryophyte"
"Hypnaceae","Gammiella","bryophyte"
"Hypnaceae","Glossadelphus","bryophyte"
"Hypnaceae","Gollania","bryophyte"
"Hypnaceae","Hondaella","bryophyte"
"Hypnaceae","Hypnum","bryophyte"
"Hypnaceae","Irelandia","bryophyte"
"Hypnaceae","Karstia","bryophyte"
"Hypnaceae","Leiodontium","bryophyte"
"Hypnaceae","Leptoischyrodon","bryophyte"
"Hypnaceae","Macrothamniella","bryophyte"
"Hypnaceae","Mahua","bryophyte"
"Hypnaceae","Microctenidium","bryophyte"
"Hypnaceae","Microthamnium","bryophyte"
"Hypnaceae","Mittenothamnium","bryophyte"
"Hypnaceae","Nanothecium","bryophyte"
"Hypnaceae","Neoptychophyllum","bryophyte"
"Hypnaceae","Phyllodon","bryophyte"
"Hypnaceae","Plagiotheciopsis","bryophyte"
"Hypnaceae","Platygyriella","bryophyte"
"Hypnaceae","Podperaea","bryophyte"
"Hypnaceae","Pseudohypnella","bryophyte"
"Hypnaceae","Puiggariopsis","bryophyte"
"Hypnaceae","Pylaisaea","bryophyte"
"Hypnaceae","Rhacopilopsis","bryophyte"
"Hypnaceae","Rhizohypnella","bryophyte"
"Hypnaceae","Sclerohypnum","bryophyte"
"Hypnaceae","Stenotheciopsis","bryophyte"
"Hypnaceae","Stereodontopsis","bryophyte"
"Hypnaceae","Syringothecium","bryophyte"
"Hypnaceae","Taxiphyllopsis","bryophyte"
"Hypnaceae","Taxiphyllum","bryophyte"
"Hypnaceae","Wijkiella","bryophyte"
"Jocheniaceae","Jochenia","bryophyte"
"Lembophyllaceae","Bryolawtonia","bryophyte"
"Lembophyllaceae","Camptochaete","bryophyte"
"Lembophyllaceae","Dolichomitra","bryophyte"
"Lembophyllaceae","Dolichomitriadelphus","bryophyte"
"Lembophyllaceae","Dolichomitriopsis","bryophyte"
"Lembophyllaceae","Fallaciella","bryophyte"
"Lembophyllaceae","Fifea","bryophyte"
"Lembophyllaceae","Heterocladium","bryophyte"
"Lembophyllaceae","Isotheciastrum","bryophyte"
"Lembophyllaceae","Isothecium","bryophyte"
"Lembophyllaceae","Lembophyllum","bryophyte"
"Lembophyllaceae","Looseria","bryophyte"
"Lembophyllaceae","Margrethypnum","bryophyte"
"Lembophyllaceae","Mawenzhangia","bryophyte"
"Lembophyllaceae","Neobarbella","bryophyte"
"Lembophyllaceae","Plasteurhynchium","bryophyte"
"Lembophyllaceae","Pseudisothecium","bryophyte"
"Lembophyllaceae","Tripterocladium","bryophyte"
"Lembophyllaceae","Weymouthia","bryophyte"
"Leptodontaceae","Caduciella","bryophyte"
"Leptodontaceae","Pseudocryphaea","bryophyte"
"Leptodontaceae","Taiwanobryum","bryophyte"
"Leskeaceae","Chileobryon","bryophyte"
"Leskeaceae","Fabronidium","bryophyte"
"Leskeaceae","Haplocladium","bryophyte"
"Leskeaceae","Hylocomiopsis","bryophyte"
"Leskeaceae","Ignatovia","bryophyte"
"Leskeaceae","Leptocladium","bryophyte"
"Leskeaceae","Leskea","bryophyte"
"Leskeaceae","Leskeadelphus","bryophyte"
"Leskeaceae","Leskeella","bryophyte"
"Leskeaceae","Leskia","bryophyte"
"Leskeaceae","Lindbergia","bryophyte"
"Leskeaceae","Orthoamblystegium","bryophyte"
"Leskeaceae","Pseudoleskea","bryophyte"
"Leskeaceae","Pseudoleskeopsis","bryophyte"
"Leskeaceae","Schwetschkea","bryophyte"
"Leucodontaceae","Bestia","bryophyte"
"Leucodontaceae","Dendroalsia","bryophyte"
"Leucodontaceae","Dozya","bryophyte"
"Leucodontaceae","Eoleucodon","bryophyte"
"Leucodontaceae","Forsstroemia","bryophyte"
"Leucodontaceae","Leucodon","bryophyte"
"Leucodontaceae","Nogopterium","bryophyte"
"Leucodontaceae","Okamuraea","bryophyte"
"Leucodontaceae","Pterogoniadelphus","bryophyte"
"Leucodontaceae","Scabridens","bryophyte"
"Meteoriaceae","Aerobryidium","bryophyte"
"Meteoriaceae","Aerobryopsis","bryophyte"
"Meteoriaceae","Aerobryum","bryophyte"
"Meteoriaceae","Barbella","bryophyte"
"Meteoriaceae","Barbellopsis","bryophyte"
"Meteoriaceae","Chrysocladium","bryophyte"
"Meteoriaceae","Cryptopapillaria","bryophyte"
"Meteoriaceae","Duthiella","bryophyte"
"Meteoriaceae","Floribundaria","bryophyte"
"Meteoriaceae","Meteoridium","bryophyte"
"Meteoriaceae","Meteoriopsis","bryophyte"
"Meteoriaceae","Meteorium","bryophyte"
"Meteoriaceae","Neodicladiella","bryophyte"
"Meteoriaceae","Neonoguchia","bryophyte"
"Meteoriaceae","Orthostichella","bryophyte"
"Meteoriaceae","Papillaria","bryophyte"
"Meteoriaceae","Pilotrichella","bryophyte"
"Meteoriaceae","Sinskea","bryophyte"
"Meteoriaceae","Squamidium","bryophyte"
"Meteoriaceae","Toloxis","bryophyte"
"Meteoriaceae","Trachycladiella","bryophyte"
"Meteoriaceae","Zelometeorium","bryophyte"
"Microtheciellaceae","Microtheciella","bryophyte"
"Myriniaceae","Austinia","bryophyte"
"Myriniaceae","Helicodontium","bryophyte"
"Myriniaceae","Macgregorella","bryophyte"
"Myriniaceae","Nematocladia","bryophyte"
"Myuriaceae","Andoa","bryophyte"
"Myuriaceae","Ctenidium","bryophyte"
"Myuriaceae","Eumyurium","bryophyte"
"Myuriaceae","Hyocomium","bryophyte"
"Myuriaceae","Myurium","bryophyte"
"Myuriaceae","Oedicladium","bryophyte"
"Myuriaceae","Palisadula","bryophyte"
"Neckeraceae","Alleniella","bryophyte"
"Neckeraceae","Austrothamnium","bryophyte"
"Neckeraceae","Baldwiniella","bryophyte"
"Neckeraceae","Bissetia","bryophyte"
"Neckeraceae","Bryobuckia","bryophyte"
"Neckeraceae","Circulifolium","bryophyte"
"Neckeraceae","Curvicladium","bryophyte"
"Neckeraceae","Dannorrisia","bryophyte"
"Neckeraceae","Echinodiopsis","bryophyte"
"Neckeraceae","Enrothia","bryophyte"
"Neckeraceae","Exsertotheca","bryophyte"
"Neckeraceae","Handeliobryum","bryophyte"
"Neckeraceae","Himantocladium","bryophyte"
"Neckeraceae","Homalia","bryophyte"
"Neckeraceae","Homaliadelphus","bryophyte"
"Neckeraceae","Homaliodendron","bryophyte"
"Neckeraceae","Hydrocryphaea","bryophyte"
"Neckeraceae","Indoneckera","bryophyte"
"Neckeraceae","Isodrepanium","bryophyte"
"Neckeraceae","Iwatsukiella","bryophyte"
"Neckeraceae","Leptodon","bryophyte"
"Neckeraceae","Limbella","bryophyte"
"Neckeraceae","Longiella","bryophyte"
"Neckeraceae","Metaneckera","bryophyte"
"Neckeraceae","Neckera","bryophyte"
"Neckeraceae","Neckeromnion","bryophyte"
"Neckeraceae","Neckeropsis","bryophyte"
"Neckeraceae","Neomacounia","bryophyte"
"Neckeraceae","Noguchiodendron","bryophyte"
"Neckeraceae","Pendulothecium","bryophyte"
"Neckeraceae","Pengchengwua","bryophyte"
"Neckeraceae","Pinnatella","bryophyte"
"Neckeraceae","Planicladium","bryophyte"
"Neckeraceae","Porothamnium","bryophyte"
"Neckeraceae","Porotrichum","bryophyte"
"Neckeraceae","Pseudanomodon","bryophyte"
"Neckeraceae","Pseudoparaphysanthus","bryophyte"
"Neckeraceae","Pseudopterobryum","bryophyte"
"Neckeraceae","Shevockia","bryophyte"
"Neckeraceae","Taiwanobryopsis","bryophyte"
"Neckeraceae","Thamnobryum","bryophyte"
"Neckeraceae","Thamnomalia","bryophyte"
"Neckeraceae","Touwia","bryophyte"
"Orthorrhynchiaceae","Orthorrhynchium","bryophyte"
"Orthostichellaceae","Afrothamnium","bryophyte"
"Orthostichellaceae","Deslooveria","bryophyte"
"Orthostichellaceae","Dixonia","bryophyte"
"Orthostichellaceae","Pinnatidendron","bryophyte"
"Orthostichellaceae","Scabrellifolium","bryophyte"
"Plagiotheciaceae","Campylidium","bryophyte"
"Plagiotheciaceae","Herzogiella","bryophyte"
"Plagiotheciaceae","Isocladiella","bryophyte"
"Plagiotheciaceae","Isopterygiella","bryophyte"
"Plagiotheciaceae","Isopterygiopsis","bryophyte"
"Plagiotheciaceae","Ortholimnobium","bryophyte"
"Plagiotheciaceae","Orthothecium","bryophyte"
"Plagiotheciaceae","Plagiothecium","bryophyte"
"Plagiotheciaceae","Platydictya","bryophyte"
"Plagiotheciaceae","Pseudotaxiphyllum","bryophyte"
"Plagiotheciaceae","Rectithecium","bryophyte"
"Plagiotheciaceae","Redfearnia","bryophyte"
"Pleuroziopsaceae","Pleuroziopsis","bryophyte"
"Pseudoleskeaceae","Lescuraea","bryophyte"
"Pseudoleskeaceae","Rigodiadelphus","bryophyte"
"Pseudoleskeellaceae","Pseudoleskeella","bryophyte"
"Pterigynandraceae","Iwatusukiella","bryophyte"
"Pterigynandraceae","Pterigynandrum","bryophyte"
"Pterobryaceae","Calyptothecium","bryophyte"
"Pterobryaceae","Cryptogonium","bryophyte"
"Pterobryaceae","Endotrichella","bryophyte"
"Pterobryaceae","Garovaglia","bryophyte"
"Pterobryaceae","Henicodium","bryophyte"
"Pterobryaceae","Hildebrandtiella","bryophyte"
