"APG_IV_sort","phylum","subphylum","superclass","class","subclass","superorder","order","family"
10010,"Tracheophyta","Lycopodiophytina","Lycophytes","Lycopodiopsida","Lycopodiidae","Lycopodiane","Lycopodiales","Lycopodiaceae"
10020,"Tracheophyta","Lycopodiophytina","Lycophytes","Lycopodiopsida","Lycopodiidae","Isoetanae","Isoetales","Isoetaceae"
10030,"Tracheophyta","Lycopodiophytina","Lycophytes","Lycopodiopsida","Lycopodiidae","Selaginellanae","Selaginellales","Selaginellaceae"
20010,"Tracheophyta","Polypodiophytina","Monilophytes","Equisetopsida","Equisetidae","Equisetanae","Equisetales","Equisetaceae"
20020,"Tracheophyta","Polypodiophytina","Monilophytes","Ophioglossopsida","Ophioglossidae","Ophioglossianae","Ophioglossales","Ophioglossaceae"
20030,"Tracheophyta","Polypodiophytina","Monilophytes","Ophioglossopsida","Psilotopsidae","Psilotanae","Psilotales","Psilotaceae"
20040,"Tracheophyta","Polypodiophytina","Monilophytes","Marattiopsida","Marattiidae","Marattianae","Marattiales","Marattiaceae"
20050,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Osmundanae","Osmundales","Osmundaceae"
20060,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Hymenophyllane","Hymenophyllales","Hymenophyllaceae"
20070,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Gleichenianae","Gleicheniales","Gleicheniaceae"
20080,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Gleichenianae","Gleicheniales","Dipteridaceae"
20090,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Gleichenianae","Gleicheniales","Matoniaceae"
20100,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Schizaeinae","Schizaeales","Lygodiaceae"
20110,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Schizaeinae","Schizaeales","Schizaeaceae"
20120,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Schizaeinae","Schizaeales","Anemiaceae"
20130,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Salvinianae","Salviniales","Marsileaceae"
20140,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Salvinianae","Salviniales","Salviniaceae"
20150,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Thyrsopteridaceae"
20160,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Loxsomataceae"
20170,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Culcitaceae"
20180,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Plagiogyriaceae"
20190,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Cibotiaceae"
20200,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Cyatheaceae"
20210,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Dicksoniaceae"
20220,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Cyatheinae","Cyatheales","Metaxyaceae"
20230,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Lonchitidaceae"
20240,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Saccolomataceae"
20250,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Cystodiaceae"
20260,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Lindsaeaceae"
20270,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Dennstaedtiaceae"
20280,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Pteridaceae"
20290,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Cystopteridaceae"
20300,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Rhachidosoraceae"
20310,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Diplaziopsidaceae"
20320,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Hemidictyaceae"
20330,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Aspleniaceae"
20340,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Thelypteridaceae"
20350,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Woodsiaceae"
20360,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Athyriaceae"
20370,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Onocleaceae"
20380,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Blechnaceae"
20390,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Hypodematiaceae"
20400,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Dryopteridaceae"
20410,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Lomariopsidaceae"
20420,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Nephrolepidaceae"
20430,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Tectariaceae"
20440,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Oleandraceae"
20450,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Davalliaceae"
20460,"Tracheophyta","Polypodiophytina","Monilophytes","Polypodiopsida","Polypodiidae","Polypodinae","Polypodiales","Polypodiaceae"
30010,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cycadopsida","Cycadidae","Cycadinae","Cycadales","Cycadaceae"
30020,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cycadopsida","Cycadidae","Cycadinae","Cycadales","Zamiaceae"
30030,"Tracheophyta","Spermatophytina","Acrogymnosperms","Ginkgoopsida","Ginkgoidae","Ginkgoinae","Ginkgoales","Ginkgoaceae"
30040,"Tracheophyta","Spermatophytina","Acrogymnosperms","Gnetopsida","Gnetidae","Gnetinae","Gnetales","Welwitschiaceae"
30050,"Tracheophyta","Spermatophytina","Acrogymnosperms","Gnetopsida","Gnetidae","Gnetinae","Gnetales","Gnetaceae"
30060,"Tracheophyta","Spermatophytina","Acrogymnosperms","Gnetopsida","Gnetidae","Gnetinae","Gnetales","Ephedraceae"
30070,"Tracheophyta","Spermatophytina","Acrogymnosperms","Pinopsida","Pinidae","Pininae","Pinales","Pinaceae"
30080,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cupressopsida","Cupressidae","Araucarianae","Araucariales","Araucariaceae"
30090,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cupressopsida","Cupressidae","Araucarianae","Araucariales","Podocarpaceae"
30100,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cupressopsida","Cupressidae","Cupressinae","Cupressales","Sciadopityaceae"
30110,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cupressopsida","Cupressidae","Cupressinae","Cupressales","Taxaceae"
30120,"Tracheophyta","Spermatophytina","Acrogymnosperms","Cupressopsida","Cupressidae","Cupressinae","Cupressales","Cupressaceae"
40001,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Amborellidae","Amborellanae","Amborellales","Amborellaceae"
40002,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Nymphaeidae","Nymphaeanae","Nymphaeales","Hydatellaceae"
40003,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Nymphaeidae","Nymphaeanae","Nymphaeales","Cabombaceae"
40004,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Nymphaeidae","Nymphaeanae","Nymphaeales","Nymphaeaceae"
40005,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Austrobaileyidae","Austrobaileyanae","Austrobaileyales","Austrobaileyaceae"
40006,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Austrobaileyidae","Austrobaileyanae","Austrobaileyales","Trimeniaceae"
40007,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Austrobaileyidae","Austrobaileyanae","Austrobaileyales","Schisandraceae"
40008,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Canellales","Canellaceae"
40009,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Canellales","Winteraceae"
40010,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Piperales","Saururaceae"
40011,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Piperales","Piperaceae"
40012,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Piperales","Aristolochiaceae"
40013,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Myristicaceae"
40014,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Magnoliaceae"
40015,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Degeneriaceae"
40016,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Himantandraceae"
40017,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Eupomatiaceae"
40018,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Magnoliales","Annonaceae"
40019,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Calycanthaceae"
40020,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Siparunaceae"
40021,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Gomortegaceae"
40022,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Atherospermataceae"
40023,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Hernandiaceae"
40024,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Monimiaceae"
40025,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Magnoliidae","Magnolianae","Laurales","Lauraceae"
40026,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Chloranthidae","Chloranthanae","Chloranthales","Chloranthaceae"
40027,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Acorales","Acoraceae"
40028,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Araceae"
40029,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Tofieldiaceae"
40030,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Alismataceae"
40031,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Butomaceae"
40032,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Hydrocharitaceae"
40033,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Scheuchzeriaceae"
40034,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Aponogetonaceae"
40035,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Juncaginaceae"
40036,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Maundiaceae"
40037,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Zosteraceae"
40038,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Potamogetonaceae"
40039,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Posidoniaceae"
40040,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Ruppiaceae"
40041,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Alismatales","Cymodoceaceae"
40042,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Petrosaviales","Petrosaviaceae"
40043,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Dioscoreales","Nartheciaceae"
40044,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Dioscoreales","Burmanniaceae"
40045,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Dioscoreales","Dioscoreaceae"
40046,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Pandanales","Triuridaceae"
40047,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Pandanales","Velloziaceae"
40048,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Pandanales","Stemonaceae"
40049,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Pandanales","Cyclanthaceae"
40050,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Pandanales","Pandanaceae"
40051,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Campynemataceae"
40052,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Corsiaceae"
40053,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Melanthiaceae"
40054,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Petermanniaceae"
40055,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Alstroemeriaceae"
40056,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Colchicaceae"
40057,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Philesiaceae"
40058,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Ripogonaceae"
40059,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Smilacaceae"
40060,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Liliales","Liliaceae"
40061,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Orchidaceae"
40062,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Boryaceae"
40063,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Blandfordiaceae"
40064,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Asteliaceae"
40065,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Lanariaceae"
40066,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Hypoxidaceae"
40067,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Doryanthaceae"
40068,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Ixioliriaceae"
40069,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Tecophilaeaceae"
40070,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Iridaceae"
40071,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Xeronemataceae"
40072,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Asphodelaceae"
40073,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Amaryllidaceae"
40074,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Asparagales","Asparagaceae"
40075,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Arecales","Dasypogonaceae"
40076,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Arecales","Arecaceae"
40077,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Commelinales","Hanguanaceae"
40078,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Commelinales","Commelinaceae"
40079,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Commelinales","Philydraceae"
40080,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Commelinales","Pontederiaceae"
40081,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Commelinales","Haemodoraceae"
40082,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Strelitziaceae"
40083,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Lowiaceae"
40084,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Heliconiaceae"
40085,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Musaceae"
40086,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Cannaceae"
40087,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Marantaceae"
40088,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Costaceae"
40089,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Zingiberales","Zingiberaceae"
40090,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Typhaceae"
40091,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Bromeliaceae"
40092,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Rapateaceae"
40093,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Xyridaceae"
40094,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Eriocaulaceae"
40095,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Mayacaceae"
40096,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Thurniaceae"
40097,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Juncaceae"
40098,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Cyperaceae"
40099,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Restionaceae"
40100,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Flagellariaceae"
40101,"Tracheophyta","Spermatophytina","Anthophytes","Magnoliopsida","Liliidae","Lilianae","Poales","Joinvilleaceae"
